SKU_number,MAE,RMSE,MAPE
2000076,10.585198332866037,12.037729850372623,38.19143781755492
2000077,9.892499566078186,12.050304880738805,35.72455171790203
2000078,8.648069908221562,9.09968799389737,21.824320297844395
2000079,13.654723554849625,15.251122724441911,38.054269520369594
2000080,7.370614280303321,9.763446978306613,25.884011522010468
2000081,9.49054616689682,11.881144547981444,16.93275321800828
2000082,6.613209346930186,8.446669138182399,17.5265256997122
2000083,8.746350367863974,11.417716317788907,22.973120796594852
2000084,9.136115655303003,9.648401725163563,24.145588841562944
2000085,16.385877698659897,18.03778011492625,62.76555604384999
2000086,7.425541326403618,9.53335166652761,14.813288970846964
2000087,9.859344388047854,10.773078794741243,31.409105107708296
2000088,8.255434547861418,9.12579632134071,23.251244419866136
2000089,14.856952587763468,19.6450785064396,27.35578231993781
2000090,12.169022197524706,12.807161414646188,32.37486271594135
2000091,12.882165183623629,14.129051113972148,26.198438727546865
2000092,8.444469531377157,10.427511212801067,20.00174907864809
2000093,12.835824564099312,14.146545052472229,34.40695355864843
2000094,8.179768800735474,8.825632031437413,18.467795486147352
2000095,13.702549830079079,15.018336027928033,41.713742799721125
2000096,10.809779922167463,12.071208821661145,37.33650063847582
2000097,4.752153476079301,6.350295489342154,13.300722222328263
2000098,16.498865107695263,18.319555933691486,71.15812686722262
2000099,13.013253500064215,14.070290714160215,32.90606784750922
2000100,7.775494903326037,10.282691578024236,15.27371282586332
2000101,9.795717110236486,12.559658568764693,22.602689279216985
2000102,14.628541588783264,17.674690811663968,44.39852640126743
2000103,5.774713695049286,7.885346414642106,13.279903649107794
2000104,7.240217501918475,8.270882662679515,15.776531034051116
2000105,16.96792301038901,17.696395272949033,38.81110474404685
2000106,7.987858891487122,8.784779499515768,18.41693965189044
2000107,14.599580883979797,20.66773886773115,32.5759049971657
2000108,8.47841276725133,10.51451188729101,23.70507501136375
2000109,11.96018775304159,15.338605189408328,60.09924855913768
2000110,6.7306701093912125,7.605078841074531,20.725658685588336
2000111,7.326658561825752,10.134256239689552,20.911796932874534
2000112,15.675956244270006,20.950675431905044,30.272860877615322
2000113,19.71061200896899,21.6899429045626,58.97956351901335
2000114,3.7262817869583764,4.050374947417817,8.360204252081886
2000115,8.654087672630945,9.567767646285125,24.042405028325252
2000116,11.221034154295921,13.604990811008399,24.266421459872902
2000117,13.863666901985804,18.26363531866978,25.352629205497273
2000118,10.957646052042643,16.083764866255613,36.22421447766297
2000119,8.961638942360876,10.927727004654265,30.97463590669416
2000120,17.06884276866913,19.050008077689068,34.461583047816966
2000121,13.006334086259207,17.913627981211548,121.20188386015131
2000122,10.922681788603464,13.738599357631948,22.48123710422858
2000123,14.050794477264086,14.985465921966226,31.940417409489896
2000124,9.327902019023895,11.033069423975162,18.618644034430254
2000125,7.153412063916524,8.006106268349557,23.68975249850839
2000126,5.264513830343887,5.940080113745826,11.94584054988796
2000127,15.345015044013659,19.23957692344073,40.163192882721475
2000128,7.687025785446166,8.936212669050196,22.632370073413867
2000129,10.994654988249144,16.332006758190577,26.436710627699107
2000130,15.1435933560133,20.18182580145784,50.36182810731332
2000131,6.803515394528707,10.614699365254257,12.174204378657112
2000132,7.029867221911748,11.827683395241863,35.27238481941824
2000133,9.604544152816137,10.306864029119096,24.145778930479008
2000134,22.17267854263385,28.40518533268171,40.42080337448273
2000135,12.247116933266321,16.82895771565463,37.874882120225166
2000136,7.6149948587020235,8.318680478521946,24.121049125292117
2000137,7.110899955034256,9.688345180924328,23.11611722550602
2000138,5.46537513534228,6.420261882686783,12.06761794187065
2000139,6.338751112421355,8.495766650825784,17.542837512720144
2000140,5.623353848854701,7.44134624896828,18.78359337084986
2000141,10.922074978550276,14.17625730939986,28.35470533139691
2000142,14.366522709528605,16.34581952465776,31.328126128745264
2000143,5.654701908429463,6.498939462198164,12.270349643219136
2000144,10.920437743266424,14.381269009359947,28.96410208948172
2000145,10.246194412310917,11.937837883099771,38.6260371488516
2000146,23.539139692982037,31.485394873558963,32.39104026015168
2000147,6.6636978189150495,7.672650119703396,19.097834842369664
2000148,7.992892220616343,9.512431260928537,17.813944619664472
2000149,18.210776070753735,22.26971513372012,41.20509064255415
