SKU_number,MAE,RMSE,MAPE
2000000,12.779181003570557,14.58247832471831,32.79396136686258
2000001,10.961728274822237,16.68230746834269,24.12820927054048
2000002,12.96306308110555,15.362839508076238,33.15137713470373
2000003,10.4217396179835,14.21467579846805,29.494314648694314
2000004,10.048112213611605,11.480294900375966,31.09090992902237
2000005,10.83025586605072,12.778012974023959,39.40487578368072
2000006,7.105129311482114,8.109127222973026,19.696055420480185
2000007,14.040497362613678,19.744005250536695,53.30427940832065
2000008,18.323003609975178,20.72950231776185,56.41036910126193
2000009,7.6683701773484545,10.072533888635766,25.37151341631576
2000010,12.086780230204264,14.084027799890585,26.644919121327387
2000011,10.909070948759714,13.235960061467395,44.40792026720579
2000012,7.2762594223022425,8.557137279275938,21.20331017860317
2000013,11.276938319206238,12.896820548755652,45.64456348952799
2000014,12.574465617537498,19.88536943271023,80.22182015024701
2000015,6.480042695999145,7.179516269513834,14.992318290562064
2000016,12.509926398595175,14.84232329165512,29.291818415754715
2000017,6.674993688861529,8.830342582771879,20.52551038579181
2000018,14.026309609413147,16.362183625375096,60.326552717300586
2000019,8.859128663937252,10.805654787193077,33.09222982836422
2000020,6.804255048433938,10.059894494130194,15.411559288256505
2000021,11.881692429383596,16.22588602287306,54.73907649784353
2000022,9.800348495443659,11.623809523579675,29.119061438785575
2000023,19.139786879221596,21.614909020844856,35.72942183965224
2000024,11.394320771098137,13.315340455721875,36.648972305366804
2000025,10.58288454512755,12.28148808326212,45.41221981107901
2000026,11.348939259847006,13.128389132059633,36.44280888691605
2000027,21.120009571313858,23.610520738151614,60.929791346684205
2000028,11.64210202296575,14.823778668111105,20.630023134045203
2000029,16.746596701443195,23.678607331060046,39.438878793975654
2000030,14.552360375722252,17.23846768558182,51.35774319779682
2000031,15.013083696365356,17.170541225725547,30.49604547945073
2000032,9.174846172332764,11.277431223491376,24.00488552887772
2000033,11.05971517165502,13.574940317537417,41.29345867309762
2000034,7.258843004703522,8.662870016977683,23.003071783573013
2000035,10.331424335638681,11.769947940033978,38.57807750591966
2000036,7.6457350105047235,9.332062730258366,18.858032612832176
2000037,17.79406428337097,19.314810525037178,38.256719916864526
2000038,5.2973963121573115,6.243609866212599,11.493155711004468
2000039,12.137594064076742,14.749313161895639,21.765441312015998
2000040,8.969238936901093,10.362520442834924,22.421865973416914
2000041,9.291415512561796,12.765798351775071,16.354476750100897
2000042,10.556159108877182,12.563903099819242,32.544080358624036
2000043,12.421683470408121,14.571987184180164,44.19831310201576
2000044,11.035567005475363,11.64667819807737,27.711333650123255
2000045,9.439526240030924,10.658260709035291,22.26479818755546
2000046,7.676927884419761,8.813987802724956,17.549862264603146
2000047,13.299810359875366,14.026294698091416,32.39714472144963
2000048,15.42732942601045,17.750391274552946,29.061848796585572
2000049,21.146022588014603,23.81453259839166,78.81940284956576
2000050,12.50689842303594,16.673475335309238,51.3933325056526
2000051,14.015040357907614,17.82612909125835,28.73976376176919
2000052,13.132545908292139,15.327399446092937,31.807763278337415
2000053,13.988324860731764,16.376932482058137,29.68115702838901
2000054,18.53526711463928,19.951463870612873,48.45094952977868
2000055,14.647628009319307,19.260388625950636,40.351858064777
2000056,14.47871744632721,17.490499932775066,31.80852379322749
2000057,10.418317715326944,11.740029627143857,28.970626770938985
2000058,11.391012618939078,15.849767682073711,22.031994034455025
2000059,15.928363114595413,17.48870523239926,45.78400230559503
2000060,11.235626260439554,14.271631364343785,29.64324557395921
2000061,12.944938460985819,14.596762079687116,29.28323590878053
2000062,10.63107967376709,16.163700856656718,23.33045089720742
2000063,11.190680091579756,16.16895748807323,21.843658673205123
2000064,15.83198415239652,18.31665031248906,42.612849172581406
2000065,9.974065194527308,14.062173967597461,18.255934733099156
2000066,7.037012269099556,8.579927692901524,20.796208097497217
2000067,15.072723299264908,17.334676830426254,39.09427788996152
2000068,7.950250377257665,12.017801575364206,15.930077167068577
2000069,5.822191119194031,7.495247749172389,13.997075032949793
2000070,12.461038490136465,15.208754841263374,47.4822701887262
2000071,11.692878832419714,14.153291301042074,45.22793563927141
2000072,13.661899427572886,18.055137689131755,35.98860067362112
2000073,10.707380337019762,12.58648543488735,30.632216050338883
2000074,9.90475994348526,12.88691121174386,39.43244064849543
2000075,15.608307525515556,16.60682731327517,52.117957020690255
